Brand,Model,Year,Category,Rating,Displacement (ccm),Power (hp),Torque (Nm),Engine cylinder,Engine stroke,Gearbox,Bore (mm),Stroke (mm),Fuel capacity (lts),Fuel system,Fuel control,Cooling system,Transmission type,Dry weight (kg),Wheelbase (mm),Seat height (mm),Front brakes,Rear brakes,Front tire,Rear tire,Front suspension,Rear suspension,Color options,category_group,horsepower,torque_nm,displacement_cc,weight_lbs,seat_height_in,fuel_capacity_gal,rating_clean,power_to_weight,hp_per_cc,quality_score,value_score,beginner_score,performance_score,touring_score,commuting_score,utility_base,cluster
indian,roadmaster,2022,Touring,NA,1890,92,170,V2,four-stroke,6-speed,103.2,113,20.8,"Injection. Closed loop fuel injection, 54 mm bore",NA,Air,Belt,398,1668,673,Double disc. ABS. Floating discs. 4 piston caliper.,Single disc. ABS. Floating disc. 2-piston caliper.,130/80-B17,180/60-R16,"Telescopic fork, 46 mm",Single shock with air adjust,"Black Metallic, Maroon Metallic over Crimson Metallic",Touring,92,170,1890,877.4387599999999,26.496062992125985,5.494777600000001,3.5,0.10485062228160517,0.04867724867724868,70,3.454435417497477,60,14.250235715286527,100,50,56.56255892882163,4
indian,roadmaster dark horse,2022,Touring,NA,1890,92,170,V2,four-stroke,6-speed,103.2,113,20.8,"Injection. Closed loop fuel injection, 54 mm bore",NA,Air,Belt,389,1668,673,Double disc. ABS. Floating discs. 4 piston caliper.,Single disc. ABS. Floating disc. 2-piston caliper.,130/60-B19,180/60-R16,Telescopic fork,Single shock with air adjust,"Black Smoke, Polished Bronze, Silver Quartz Smoke",Touring,92,170,1890,857.5971799999999,26.496062992125985,5.494777600000001,3.5,0.10727647215444437,0.04867724867724868,70,3.454435417497477,60,14.597961661507858,100,50,56.64949041537696,4
indian,roadmaster elite,2021,Touring,NA,1901,92,170,V2,four-stroke,6-speed,103.2,113,20.8,"Injection. Closed loop fuel injection, 54 mm bore",NA,Air,Belt,405,1668,673,Double disc. ABS. Floating discs. 4 piston caliper.,Single disc. ABS. Floating disc. 2-piston caliper.,130/90-B16,180/60-R16,Telescopic fork,Single shock with air adjust,Thunder Black Vivid Crystal/Gunmetal Flake/Red stripe,Touring,92,170,1901,892.8711,26.496062992125985,5.494777600000001,3.5,0.1030383893038984,0.0483955812730142,70,3.425159385173266,60,13.990466784817205,100,50,56.497616696204304,4
indian,roadmaster limited,2022,Touring,NA,1890,92,170,V2,four-stroke,6-speed,103.2,113,20.8,"Injection. Closed loop fuel injection, 54 mm bore",NA,Air,Belt,389,1669,673,Double disc. ABS. Floating discs. 4 piston caliper.,Single disc. ABS. Floating disc. 2-piston caliper.,130/90-B19,180/60-R16,Telescopic fork,Single shock with air adjust,"Black Azure Crystal, Crimson Metallic",Touring,92,170,1890,857.5971799999999,26.496062992125985,5.494777600000001,3.5,0.10727647215444437,0.04867724867724868,70,3.454435417497477,60,14.597961661507858,100,50,56.64949041537696,4
indian,scout,2022,Custom / cruiser,NA,1133,100,97.6,V2,four-stroke,6-speed,99,73.6,12.5,"Injection. Closed Loop Fuel Injection, 60 mm Bore",NA,Liquid,Belt,245,1576,649,Single disc. Optional ABS. Two-piston calipers.,Single disc. Optional ABS. Single-piston caliper.,130/90-16,150/80-16,Telescopic fork,Dual shock,"Black Metallic, Maroon Metallic, White Smoke, Silver Quartz Metallic/Black Metallic",Cruiser,100,97.6,1133,540.1319,25.551181102362207,3.30215,3.5,0.185139963034955,0.088261253309797,70,7.568729729591446,60,25.759062909225545,40,60,48.93976572730639,1
indian,scout 100th anniversary edition,2020,Custom / cruiser,NA,1133,100,97.6,V2,four-stroke,6-speed,99,73.6,12.5,Injection. Closed Loop Sequential Port Fuel Injection,NA,Liquid,Belt,256,1576,695,Single disc. Optional ABS. Two-piston calipers.,Single disc. Optional ABS. Single-piston caliper.,130/90-16,150/80-16,Telescopic fork,Dual shock,Indian Motorcycle Red/ Gold Trim,Cruiser,100,97.6,1133,564.38272,27.36220472440945,3.30215,3.5,0.17718473024829678,0.088261253309797,70,7.568729729591446,60,24.618744673079267,40,60,48.65468616826982,1
indian,scout bobber,2022,Custom / cruiser,NA,1133,100,97.6,V2,four-stroke,6-speed,99,73.6,12.5,"Injection. Closed Loop Fuel Injection, 60 mm Bore",NA,Liquid,Belt,242,1576,649,Single disc. Optional ABS. Two-piston calipers.,Single disc. Optional ABS. Single-piston caliper.,130/90-16,150/80-16,Telescopic fork,Dual shock,"Black Metallic, Black Smoke, Titanium Metallic, Maroon Metallic Smoke, Silver Quartz Smoke, Alumina Jade Smoke, Indy Red, Blue Slate Smoke, Black Azure Crystal",Cruiser,100,97.6,1133,533.5180399999999,25.551181102362207,3.30215,3.5,0.1874350865436528,0.088261253309797,70,7.568729729591446,60,26.088050289150544,40,60,49.022012572287636,1
indian,scout bobber sixty,2022,Custom / cruiser,NA,999,78,88,V2,four-stroke,6-speed,93,73.6,12.5,"Injection. Closed loop fuel injection, 54 mm bore.",NA,Liquid,Belt,240,1576,649,Single disc. Optional ABS. Two-piston calipers.,Single disc. Optional ABS. Single-piston caliper.,130/90-16,150/80-16,Telescopic fork,Dual shock,"Black Metallic, Black Smoke, Quartz Gray, Ruby Smoke",Cruiser,78,88,999,529.1088,25.551181102362207,3.30215,3.5,0.1474176955665829,0.07807807807807808,70,6.510307765370385,60,20.35188116400828,40,60,47.587970291002065,1
indian,scout bobber twenty,2022,Custom / cruiser,NA,1133,100,97.7,V2,four-stroke,6-speed,99,73.6,12.5,"Injection. Closed Loop Fuel Injection, 60 mm Bore",NA,Liquid,Belt,248,1576,649,Single disc. Optional ABS. Two-piston calipers.,Single disc. Optional ABS. Single-piston caliper.,130/90-16,150/80-16,Telescopic fork,Dual shock,"Black Metallic, Silver Quartz Smoke, Stealth Gray, Spirit Blue Metallic",Cruiser,100,97.7,1133,546.7457599999999,25.551181102362207,3.30215,3.5,0.18290036670791926,0.088261253309797,70,7.568729729591446,60,25.438034901395508,40,60,48.859508725348874,1
indian,scout sixty,2022,Custom / cruiser,NA,999,78,88.8,V2,four-stroke,6-speed,93,73.6,12.5,"Injection. Closed loop fuel injection, 54 mm bore",NA,Liquid,Belt,237,1576,650,Single disc. Optional ABS. Two-piston calipers.,Single disc. Optional ABS. Single-piston caliper.,130/90-16,150/80-16,Telescopic fork,Dual shock,"Black Metallic, Storm Blue",Cruiser,78,88.8,999,522.4949399999999,25.590551181102363,3.30215,3.5,0.14928374234590674,0.07807807807807808,70,6.510307765370385,60,20.619363867409955,40,60,47.65484096685249,1
indian,scout sixty abs,2020,Custom / cruiser,NA,999,78,88.8,V2,four-stroke,6-speed,93,73,12.5,Injection. Closed Loop Sequential Port Fuel Injection,NA,Liquid,Belt,245,1576,650,Single disc. ABS. Two-piston calipers.,Single disc. Optional ABS. Single-piston caliper.,130/90-16,150/80-16,Telescopic fork,Dual shock,"Thunder Black, Burgundy Metallic, Pearl White/Titanium Metallic",Cruiser,78,88.8,999,540.1319,25.590551181102363,3.30215,3.5,0.1444091711672649,0.07807807807807808,70,6.510307765370385,60,19.920633540156597,40,60,47.48015838503915,1
indian,springfield,2022,Touring,NA,1811,92,161,V2,four-stroke,6-speed,101,113,20.8,Injection. Closed Loop Sequential Port Fuel Injection,NA,Air,Belt,362,1701,660,Double disc. ABS. Floating discs. 4 piston caliper.,Single disc. ABS. Floating disc. 2-piston caliper.,130/80-B16,180/60-B16,"Telescopic forks, 46 mm",Single Shock w/ Air adjust,"Maroon Metallic/Crimson Metallic, Black Metallic/Dirt Track Tan",Touring,92,161,1811,798.0724399999999,25.984251968503937,5.494777600000001,3.5,0.11527775598916812,0.05080066261733849,70,3.6751394613917374,60,15.744880942690912,100,50,56.93622023567273,4
indian,springfield dark horse,2022,Touring,NA,1890,92,170,V2,four-stroke,6-speed,103,113,20.8,Injection. Closed Loop Sequential Port Fuel Injection,NA,Air,Belt,344,1701,650,Double disc. ABS. Floating discs. 4 piston caliper.,Single disc. ABS. Floating disc. 2-piston caliper.,130/90-B19,180/60-B16,Telescopic forks,Single Shock  with air adjust,"Black Smoke, Quartz Gray",Touring,92,170,1890,758.38928,25.590551181102363,5.494777600000001,3.5,0.12130973159325248,0.04867724867724868,70,3.454435417497477,60,16.609515827148677,100,50,57.15237895678717,4
indian,vintage,2021,Custom / cruiser,NA,1811,92,161,V2,four-stroke,6-speed,101,113,20.8,"Injection. Closed loop fuel injection, 54 mm bore",NA,Air,Belt,365,1701,660,Double disc. ABS. Floating discs. 4 piston caliper.,Single disc. ABS. Floating disc. 2-piston caliper.,130/90-B16,180/60-R16,Telescopic forks,Single shock  with air adjustment,"Crimson Metallic, Deep Water /Dirt Track Tan",Cruiser,92,161,1811,804.6863,25.984251968503937,5.494777600000001,3.5,0.11433026758377768,0.05080066261733849,70,3.6751394613917374,60,15.609066148054621,75,60,53.40226653701366,4
indian,vintage dark horse,2021,Custom / cruiser,NA,1811,92,161,V2,four-stroke,6-speed,101,113,20.8,"Injection. Closed loop fuel injection, 54 mm bore",NA,Air,Belt,342,1701,660,Double disc. ABS. Floating discs. 4 piston caliper.,Single disc. ABS. Floating disc. 2-piston caliper.,130/80-B17,180/60-R16,Telescopic forks,Single shock with air adjustment,Thunder Black Smoke,Cruiser,92,161,1811,753.9800399999999,25.984251968503937,5.494777600000001,3.5,0.12201914522830075,0.05080066261733849,70,3.6751394613917374,60,16.711204530259046,75,60,53.67780113256476,4
kawasaki,d-tracker,2017,Super motard,NA,144,12,11.3,Single cylinder,four-stroke,5-speed,58,54.4,6.9,Carburettor. NCV 24,Single Overhead Cams (SOHC),Air,Chain,120,1255,840,Single disc. Dual piston calliper,Single disc,100/80-17,120/70-17,35 mm inverted fork,"Uni-Trak, with 5-way adjustable preload",Orange/white,Adventure / Dual Sport,12,11.3,144,264.5544,33.07086614173229,1.8227868000000003,3.5,0.045359290943563974,0.08333333333333333,70,7.056530084360313,100,5.722634847193474,80,50,60.43065871179837,5
kawasaki,d-tracker 125,2015,Super motard,NA,125,10.3,10,Single cylinder,four-stroke,5-speed,54,54.4,7,Injection. Fuel injection: ø20 mm x 1 (Keihin),Single Overhead Cams (SOHC),Air,Chain,113,1255,805,Single disc. Dual piston calliper,Single disc,100/80-14,120/80-14,35 mm inverted fork,Uni-Trak,Black/white,Adventure / Dual Sport,10.3,10,125,249.12205999999998,31.692913385826774,1.849204,3.5,0.04134519439988575,0.0824,70,6.959521000507703,100,5.147246594811378,80,50,60.286811648702844,5
kawasaki,d-tracker x,2017,Super motard,NA,249,24.1,21,Single cylinder,four-stroke,6-speed,72,61.2,7.7,Injection. Keihin,Double Overhead Cams/Twin Cam (DOHC),Air,Chain,138,1420,860,Single disc. Dual piston calliper,Single disc,110/70-17,130/70-17,Telescopic fork,Swingarm (Uni-trak),"Lime green/black, blue/white",Adventure / Dual Sport,24.1,21,249,304.23756,33.85826771653544,2.0341244,3.5,0.07921441389419506,0.09678714859437751,70,8.454896826641932,100,10.575492723624794,80,50,61.6438731809062,5
kawasaki,d-tracker x final edition,2018,Super motard,NA,249,24.1,21,Single cylinder,four-stroke,6-speed,72,61.2,7.7,Injection. Keihin,Double Overhead Cams/Twin Cam (DOHC),Air,Chain,138,1420,860,Single disc. Dual piston calliper,Single disc,110/70-17,130/70-17,Telescopic fork,Uni-trak,Blue/black,Adventure / Dual Sport,24.1,21,249,304.23756,33.85826771653544,2.0341244,3.5,0.07921441389419506,0.09678714859437751,70,8.454896826641932,100,10.575492723624794,80,50,61.6438731809062,5
kawasaki,er-6n,2015,Naked bike,3.5,649,72,64,Twin,four-stroke,6-speed,83,60,16,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,204,1410,805,Double disc. Optional ABS,Single disc. Optional ABS,120/70-ZR17,160/60-ZR17,41 mm telescopic fork,Offset laydown single-shock with,"Black/grey, white/black, green/black",Standard / Naked,72,64,649,449.74247999999994,31.692913385826774,4.226752,3.5,0.16009161509493167,0.11093990755007704,70,9.925910591226845,80,22.16858495498528,40,90,57.54214623874632,3
kawasaki,ninja 250sl abs,2015,Sport,NA,249,28,22.6,Twin,four-stroke,6-speed,62,41.2,11,Carburettor. Keihin CVK30 x 2,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,152,1400,780,Single disc. Hydraulic. Two-piston calipers. Optional ABS.,Single disc. Two-piston calipers. Optional ABS.,100/80-17,130/70-17,37mm hydraulic telescopic fork,Bottom-link Uni-Trak   with 5-way adjustable preload,"Green/black, White/black",Sport,28,22.6,249,335.10224,30.708661417322837,2.905892,3.5,0.08355658858024942,0.11244979919678715,70,10.082846168402622,100,11.197908322492582,40,75,57.54947708062315,8
kawasaki,ninja 400 krt se,2020,Sport,NA,399,44.8,38,Twin,four-stroke,NA,70,51.8,14,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,168,1370,785,Single disc. Single  petal-type disc with 2-piston calipers and ABS,Single disc. Single petal-type disc with single-piston caliper and ABS,110/70-17,150/60-17,Telescopic fork 41mm,"Bottom-link Uni-Trak® and gas-charged shock with adjustable preload, stepless rebound and compression damping adjustments, adjustable ride height","Lime Green Ebony, Kawasaki Racing Team Graphic",Sport,44.8,38,399,370.37615999999997,30.905511811023622,3.698408,3.5,0.12095810918283725,0.11228070175438595,70,10.065270467007094,100,16.559113600389626,40,75,58.889778400097406,3
kawasaki,ninja 400 se,2020,Sport,NA,399,44.8,38,Twin,four-stroke,NA,70,51.8,14,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,166,1370,785,Single disc. Single  petal-type disc with 2-piston calipers and ABS,Single disc. Single petal-type disc with single-piston caliper and ABS,110/70-17,150/60-17,Telescopic fork,Horizontal back-link with adjustable spring preload/5.1 in,Special Edition Metallic Spark Black/Ninja Graphic,Sport,44.8,38,399,365.96691999999996,30.905511811023622,3.698408,3.5,0.12241543579949794,0.11228070175438595,70,10.065270467007094,100,16.768009576354853,40,75,58.94200239408872,3
kawasaki,versys  650 abs,2019,Allround,3.8,649,69,64,Twin,four-stroke,6-speed,83,60,21,Injection. DFI® with 38mm Keihin throttle bodies (2),Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,216.1,1415,840,Double disc. ABS. Two-piston calipers.,Single disc. ABS. Single-piston caliper.,120/70-ZR17,160/60-ZR17,41mm hydraulic telescopic fork with stepless adjustable rebound and preload / 5.9 in.,Single offset laydown shock with remote adjustable spring preload,Metallic Moondust Gray/Metallic Flat Spark Black,Standard / Naked,69,64,649,476.41838199999995,33.07086614173229,5.547612,3.8,0.14483068371614596,0.10631741140215717,76,9.445456180774777,80,19.981053952625192,75,50,58.895263488156296,6
kawasaki,versys 650,2022,Allround,NA,649,69,60.8,Twin,four-stroke,6-speed,83,60,21,Injection. DFI® with 38mm Keihin throttle bodies (2),Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,219,1415,840,Double disc. ABS. Two-piston calipers. Petal-style discs.,Single disc. ABS. Single-piston caliper.  Petal-style disc.,120/70-ZR17,160/60-ZR17,41mm hydraulic telescopic fork with stepless adjustable rebound and preload / 5.9 in.,Single offset laydown shock with remote adjustable spring preload,"Candy Lime Green/Metallic Flat Spark Black/Metallic Spark Black, Metallic Spark Black/Metallic Flat Spark Black",Standard / Naked,69,60.8,649,482.81177999999994,33.07086614173229,5.547612,3.5,0.1429128344797221,0.10631741140215717,70,9.445456180774777,80,19.706145786249333,75,50,57.92653644656234,6
kawasaki,versys 650 lt,2022,Allround,NA,649,52.3,57,Twin,four-stroke,6-speed,83,60,21,Injection. DFI® with 38mm Keihin throttle bodies (2),Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,219,1415,840,Double disc. ABS. Two-piston calipers. Petal-style discs.,Single disc. ABS. Single-piston caliper.  Petal-style disc.,120/70-ZR17,160/60-ZR17,Inverted telescopic fork with adjustable rebound damping,Single offset laydown shock with remote adjustable spring preload,Metallic Spark Black/Metallic Flat Spark Black,Standard / Naked,52.3,57,649,482.81177999999994,33.07086614173229,5.547612,3.5,0.10832378613462995,0.08058551617873651,70,6.770926629258249,80,14.748085644376024,75,50,56.68702141109401,5
kawasaki,versys 650 tourer,2022,Allround,NA,649,67,60.8,Twin,four-stroke,6-speed,83,60,21,Injection. DFI® with 38mm Keihin throttle bodies (2),Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,217,1415,845,Double disc. ABS. Two-piston calipers. Petal-style discs.,Single disc. ABS. Single-piston caliper.  Petal-style disc.,120/70-ZR17,160/60-ZR17,41mm hydraulic telescopic fork with stepless adjustable rebound and preload / 5.9 in.,Single offset laydown shock with remote adjustable spring preload,"Candy Lime Green/Metallic Flat Spark Black/Metallic Spark Black, Metallic Spark Black/Metallic Flat Spark Black, Metallic Spark Black/Metallic Flat Spark Black",Standard / Naked,67,60.8,649,478.40253999999993,33.267716535433074,5.547612,3.5,0.14004942365063533,0.10323574730354391,70,9.125153240473395,80,19.29569901824746,75,50,57.823924754561865,6
kawasaki,versys 650l,2020,Allround,NA,649,52.3,57,Twin,four-stroke,6-speed,83,60,21,Injection. DFI® with 38mm Keihin throttle bodies (2),Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,216,1415,840,Double disc. ABS. Two-piston calipers.,Single disc. ABS. Single-piston caliper.,120/70-ZR17,160/60-ZR17,Inverted telescopic fork with adjustable rebound damping,Single offset laydown shock with remote adjustable spring preload,Metallic Flat Spark Black/Metallic Carbon Gray,Standard / Naked,52.3,57,649,476.19791999999995,33.07086614173229,5.547612,3.5,0.10982828316427758,0.08058551617873651,70,6.770926629258249,80,14.963743117280192,75,50,56.74093577932005,5
kawasaki,versys-x 300 se,2021,Allround,NA,296,39.3,25.1,Twin,four-stroke,6-speed,62,49,17,Injection. DFI® with 32mm throttle bodies (2),Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,175,1450,815,Single disc. ABS,Single disc. ABS,100/90-M19,130/80-M17,Telescopic fork 41mm,"Bottom-Link Uni Trak, gas-charged shock with adjustable preload",Metallic Graphite Gray/Metallic Spark Black,Standard / Naked,39.3,25.1,296,385.8085,32.08661417322835,4.490924000000001,3.5,0.10186400766183223,0.13277027027027027,70,12.194921470858432,100,13.82212868101094,40,90,60.45553217025274,3
kawasaki,versys-x 300 urban,2020,Allround,NA,296,39.3,25.1,Twin,four-stroke,6-speed,62,49,17,Injection. DFI® with 32mm throttle bodies (2),Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,175,1450,845,Single disc. OPtional ABS,Single disc,100/90-M19,130/80-M17,Telescopic fork,Uni-Trak® swingarm,"Candy Lime Green, Metallic Spark Black",Standard / Naked,39.3,25.1,296,385.8085,33.267716535433074,4.490924000000001,3.5,0.10186400766183223,0.13277027027027027,70,12.194921470858432,100,13.82212868101094,40,90,60.45553217025274,3
kawasaki,z400,2020,Naked bike,3.1,399,45,38,Twin,four-stroke,6-speed,70,51.8,14,Injection. DFI® with 32mm throttle bodies,Overhead Cams (OHC),Air,Chain,167,1369,785,Single disc,Single disc,110/70-17M,150/60-17M,Telescopic fork,Uni-Trak® swingarm,"Metallic Matte Graphite Gray/Metallic Spark Black, Candy Steel Furnace Orange/Metallic Flat Spark Black",Standard / Naked,45,38,399,368.17154,30.905511811023622,3.698408,3.1,0.12222563427906459,0.11278195488721804,62,10.117369867572407,100,16.74080306451507,40,90,59.98520076612876,2
kawasaki,z900,2022,Naked bike,NA,948,123,99.1,In-line four,four-stroke,6-speed,73.4,56,17.03,Injection. DFI  with 36mm Keihin throttle bodies,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,212,1455,800,Double disc. ABS. Four-piston calipers.,Single disc. ABS. Single-piston caliper.,120/70-ZR17,180/55-ZR17,41mm inverted fork with rebound damping and spring preload adjustability,"Horizontal back-link, stepless rebound damping, adjustable spring preload","Pearl Robotic White/Metallic Spark Black, Metallic Matte Twilight Blue/Metallic Spark Black",Standard / Naked,123,99.1,948,467.37943999999993,31.496062992125985,4.498849160000001,3.5,0.2631694710404891,0.12974683544303797,70,11.880670782274985,20,36.943961368194465,40,50,40.235990342048616,7
kawasaki,zrx1200 daeg,2017,Allround,3.9,1164,110,107,In-line four,four-stroke,6-speed,79,59.4,18,Injection. Oval sub-throttle valves,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,246,1470,790,"Double disc. Tokico, four-piston calipers",Single disc. Single piston,120/70-17,180/55-17,43mm cartridge-type fork with preload adjustment,Braced swingarm with KYB twin shocks,Green/blue/white,Standard / Naked,110,107,1164,542.33652,31.10236220472441,4.755096,3.9,0.20282609771512347,0.09450171821305842,78,8.21735306860548,20,28.294227177021558,40,50,39.273556794255384,6
kawasaki,zrx1200 daeg black limited,2015,Allround,NA,1164,110,107,In-line four,four-stroke,6-speed,79,59.4,18,Injection. Oval sub-throttle valves,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,246,1470,790,Double disc. Four-piston calipers,Single disc. Single piston,120/70-17,180/55-17,43mm cartridge-type fork with preload adjustment,Braced swingarm with twin shocks,Black,Standard / Naked,110,107,1164,542.33652,31.10236220472441,4.755096,3.5,0.20282609771512347,0.09450171821305842,70,8.21735306860548,20,28.294227177021558,40,50,38.07355679425539,6
ktm,125 duke,2021,Naked bike,3.2,125,15,12,Single cylinder,four-stroke,6-speed,58,47.2,13.4,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,139,1357,830,Single disc. ABS. Four-piston radial fixed calliper,Single disc. ABS. Single-piston floating calliper,110-17,150-17,WP Apex Ø 43 mm,WP Apex Monoshock,Black/orange,Standard / Naked,15,12,125,306.44217999999995,32.67716535433071,3.5399048000000004,3.2,0.04894887511895393,0.12,64,10.867601235712904,100,6.237172687273292,40,90,57.65929317181833,8
ktm,1290 super adventure r,2021,Allround,3.8,1301,158,140,V2,four-stroke,6-speed,108,71,23,Injection. Keihin,NA,Liquid,Chain,217,1580,890,Double disc. ABS. Four-piston calipers. Radially mounted.,Single disc. ABS. Two-piston calipers.,90/90-21,150/70-18,WP Xplor USD Ø 48 mm,WP Xplor PDS shock absorber,White/orange/black,Standard / Naked,158,140,1301,478.40253999999993,35.03937007874016,6.075956000000001,3.8,0.33026580502687136,0.12144504227517294,76,11.017796479187353,20,46.561677816611976,75,50,50.54041945415299,6
ktm,1290 super adventure s,2021,Allround,3.8,1301,160,138,V2,four-stroke,6-speed,108,71,23,"Injection. Keihin, 52 mm",NA,Liquid,Chain,220,1580,860,"Double disc. 2 x Brembo four-piston radial fixed calliper, brake discs, floating","Single disc. Brembo twin-piston fixed calliper, brake disc",120/70-ZR19,170/60-ZR17,"WP Semi-active suspension, Upside-Down Ø 48 mm",WP Semi-active suspension monoshock,Orange/black,Standard / Naked,160,138,1301,485.0164,33.85826771653544,6.075956000000001,3.8,0.3298857523168289,0.12298232129131437,76,11.177578653096344,20,46.50720033649536,75,50,50.52680008412384,6
ktm,1290 super adventure t,2017,Allround,4.5,1301,160,140,V2,four-stroke,6-speed,108,75,30,Injection,NA,Liquid,Chain,222,1560,860,Double disc. ABS.Brembo four-piston calipers. Radially mounted.,Single disc. ABS. Brembo twin-piston fixed calliper,NA,NA,WP Semi-active suspension USD Ø 48 mm,WP Semi-active suspension monoshock,Silver/gray,Standard / Naked,160,140,1301,489.42563999999993,33.85826771653544,7.925160000000001,4.5,0.3269138086022629,0.12298232129131437,90,11.177578653096344,20,46.08119625774563,75,50,52.52029906443641,6
ktm,1290 super duke gt,2022,Naked bike,NA,1301,172,141,V2,four-stroke,6-speed,108,71,23,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,208,1482,835,Double disc. ABS. Radially mounted four-piston brake calipers. Brembo.,Single disc. ABS. Two-piston brake caliper. fixed brake disc. Brembo.,NA,NA,WP Semi-active suspension USD Ø 48 mm,WP Semi-active suspension monoshock,Orange/Black/White,Standard / Naked,172,141,1301,458.56095999999997,32.874015748031496,6.075956000000001,3.5,0.3750864443410098,0.13220599538816294,70,12.136271696550283,20,52.986353716902855,75,50,51.24658842922571,6
ktm,1290 super duke r,2021,Naked bike,3.5,1301,180,140,V2,four-stroke,6-speed,108,71,16,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,189,1482,835,Double disc. ABS. Radially mounted four-piston brake calipers,Single disc. ABS. Two-piston brake caliper. fixed brake disc,120/70-17,200/55-17,WP APEX 48,WP APEX - Monoshock,Black/orange/blue,Standard / Naked,180,140,1301,416.67317999999995,32.874015748031496,4.226752,3.5,0.43199324708156167,0.13835511145272866,70,12.775400392186242,20,61.14348332782523,40,90,52.28587083195631,7
ktm,1290 super duke rr,2021,Naked bike,NA,1301,177,140,V2,four-stroke,6-speed,108,71,16,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,180,1482,837,Double disc. ABS. Radially mounted four-piston brake calipers,Single disc. ABS. Two-piston brake caliper. fixed brake disc,120/70-17,200/55-17,WP APEX PRO 7548 Closed Cartridge,WP APEX with Pro-Lever linkage,Black/orange/blue,Standard / Naked,177,140,1301,396.8316,32.952755905511815,4.226752,3.5,0.4460330276117124,0.13604919292851653,70,12.535727131322757,20,63.155972239133085,40,90,52.78899305978327,7
ktm,390 adventure,2021,Enduro / offroad,3.3,373.2,43,37,Single cylinder,four-stroke,6-speed,89,60,14.5,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,158,1430,855,Single disc. ABS. Four-piston radial fixed calliper.,Single disc. ABS. Single-piston floating calliper.,110/90-17,150/60-17,WP APEX upside-down Ø 43 mm,WP APEX monoshock,Orange/white/grey,Adventure / Dual Sport,43,37,373.2,348.32995999999997,33.661417322834644,3.8304940000000003,3.3,0.12344617155526905,0.1152197213290461,66,10.370747177395671,100,16.915757204925196,80,50,62.6289393012313,5
ktm,390 duke,2021,Naked bike,3.6,373,44,37,Single cylinder,four-stroke,6-speed,89,60,13.4,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,150,1357,830,Double disc. ABS. Four-piston radial fixed calliper.,Single disc. ABS. Single-piston floating calliper.,110/90-17,150/60-17,WP Apex Ø 43 mm,WP Apex monoshock,Black/orange/white,Standard / Naked,44,37,373,330.693,32.67716535433071,3.5399048000000004,3.6,0.133053920101121,0.11796246648793565,72,10.65582345786538,100,18.29295020090101,40,90,61.87323755022525,3
ktm,690 duke,2019,Naked bike,3.7,690,73,74,Single cylinder,four-stroke,6-speed,105,80,14,Injection,NA,Liquid,Chain,148.5,1466,835,Single disc. ABS. Brembo. Floating disc. Four-piston calipers. Radially mounted.,Single disc. ABS. Brembo. Floating disc. Single-piston caliper.,120/70-17,160/60-17,WP upside-down Ø 43 mm,WP shock absorber with Pro-Lever linkage,Orange,Standard / Naked,73,74,690,327.38606999999996,32.874015748031496,3.698408,3.7,0.22297833258452324,0.10579710144927536,74,9.391376046651425,80,31.182886948137163,40,90,60.39572173703429,3
ktm,690 enduro r,2021,Enduro / offroad,3.2,693,73.8,73.5,Single cylinder,four-stroke,6-speed,105,80,13.5,Injection,NA,Liquid,Chain,146,1504,929,Single disc. Brembo twin-piston floating calliper. ABS.,Single disc. Brembo single-piston floating calliper. ABS.,NA,NA,WP USD Ø 48 mm,WP shock absorber with Pro-Lever linkage,Orange/grey/white,Adventure / Dual Sport,73.8,73.5,693,321.87451999999996,36.5748031496063,3.5663220000000004,3.2,0.2292818953174672,0.10649350649350649,64,9.463759205934853,80,32.08645164948987,80,50,61.12161291237247,5
